大分類名,工種名,細別名,基本歩掛名,所要日数作業単位_数量,所要日数作業単位_単位,歩掛作業単位_数量,歩掛作業単位_単位,名称,規格,単位,数量,摘要
共通工,軟弱地盤処理工 高圧噴射撹拌工,三重管工法注入,,,,1,本,土木一般世話役,,人,$T_A/(6.7\times60)\times1$,表4.1
共通工,軟弱地盤処理工 高圧噴射撹拌工,三重管工法注入,,,,1,本,特殊作業員,,人,$T_A/(6.7\times60)\times4$,
共通工,軟弱地盤処理工 高圧噴射撹拌工,三重管工法注入,,,,1,本,普通作業員,,人,$T_A/(6.7\times60)\times3$,
共通工,軟弱地盤処理工 高圧噴射撹拌工,三重管工法注入,,,,1,本,注入材料,,m³,$Q_A$,式5.4
共通工,軟弱地盤処理工 高圧噴射撹拌工,三重管工法注入,,,,1,本,損耗材料費,,式,1,
共通工,軟弱地盤処理工 高圧噴射撹拌工,三重管工法注入,,,,1,本,高圧噴射撹拌式 地盤改良機運転,三重管専用型 11kW,日,$T_A/(6.7\times60)$,表3.3 機械損料
共通工,軟弱地盤処理工 高圧噴射撹拌工,三重管工法注入,,,,1,本,高圧噴射撹拌式 地盤改良機運転,超高圧ポンプ 圧力39.2MPa 吐出量14~70ℓ/min,日,$T_A/(6.7\times60)$,表3.3 機械損料
共通工,軟弱地盤処理工 高圧噴射撹拌工,三重管工法注入,,,,1,本,グラウトポンプ運転,二筒複動ピストン式 吐出量200ℓ/min,日,$T_A/(6.7\times60)$,表3.3 機械損料
共通工,軟弱地盤処理工 高圧噴射撹拌工,三重管工法注入,,,,1,本,空気圧縮機運転,可搬式・エンジン駆動・スクリュ型・排出ガス対策型(第1次基準値) 吐出量5m³/min 吐出圧力0.7MPa,日,$T_A/(6.7\times60)$,表3.3 機械賃料
共通工,軟弱地盤処理工 高圧噴射撹拌工,三重管工法注入,,,,1,本,ラフテレーンクレーン運転,油圧伸縮ジブ型・排出ガス対策型(第2次基準値) 20t吊,日,$T_A/(6.7\times60)$,表3.3 機械賃料
共通工,軟弱地盤処理工 高圧噴射撹拌工,三重管工法注入,,,,1,本,諸雑費,,式,1,表5.28
共通工,軟弱地盤処理工 高圧噴射撹拌工,三重管工法注入,,,,1,本,特許料金,,式,1,必要に応じて計上
共通工,軟弱地盤処理工 高圧噴射撹拌工,注入設備据付 解体1現場当り及び移設,,,,1,回,土木一般世話役,,人,表5.29,
共通工,軟弱地盤処理工 高圧噴射撹拌工,注入設備据付 解体1現場当り及び移設,,,,1,回,特殊作業員,,人,表5.29,
共通工,軟弱地盤処理工 高圧噴射撹拌工,注入設備据付 解体1現場当り及び移設,,,,1,回,普通作業員,,人,表5.29,
共通工,軟弱地盤処理工 高圧噴射撹拌工,注入設備据付 解体1現場当り及び移設,,,,1,回,ラフテレーンクレーン運転,油圧伸縮ジブ型・排出ガス対策型(第2次基準値) 25t吊,日,表5.29,機械賃料
共通工,軟弱地盤処理工 高圧噴射撹拌工,注入設備据付 解体1現場当り及び移設,,,,1,回,諸雑費,,式,1,
共通工,軟弱地盤処理工 PVD工 (プレファブリケイティッドバーチカルドレーン工),PVD打設長○○m,,,,100,本,土木一般世話役,,人,$100\times T_c/(60\times T)\times1$,表4.1
共通工,軟弱地盤処理工 PVD工 (プレファブリケイティッドバーチカルドレーン工),PVD打設長○○m,,,,100,本,特殊作業員,,人,$100\times T_c/(60\times T)\times1$,
共通工,軟弱地盤処理工 PVD工 (プレファブリケイティッドバーチカルドレーン工),PVD打設長○○m,,,,100,本,普通作業員,,人,$100\times T_c/(60\times T)\times1$,
共通工,軟弱地盤処理工 PVD工 (プレファブリケイティッドバーチカルドレーン工),PVD打設長○○m,,,,100,本,ドレーン材,,m,$100\times(L+0.5)\times(1+K1)$,式5.1
共通工,軟弱地盤処理工 PVD工 (プレファブリケイティッドバーチカルドレーン工),PVD打設長○○m,,,,100,本,先端アンカー,,個,$100\times(1+K2)$,式5.2
共通工,軟弱地盤処理工 PVD工 (プレファブリケイティッドバーチカルドレーン工),PVD打設長○○m,,,,100,本,プレファブリケイティッドバーチカルドレーン打機運転,,日,$100\times T_c/(60\times T)$,表3.1 機械損料
共通工,軟弱地盤処理工 PVD工 (プレファブリケイティッドバーチカルドレーン工),PVD打設長○○m,,,,100,本,諸雑費,,式,1,
共通工,軟弱地盤処理工 中層混合処理工,中層混合処理工,,,,100,m³,土木一般世話役,,人,$100/D\times1$,表4.1 表5.1
共通工,軟弱地盤処理工 中層混合処理工,中層混合処理工,,,,100,m³,特殊作業員,,人,$100/D\times1$,
共通工,軟弱地盤処理工 中層混合処理工,中層混合処理工,,,,100,m³,普通作業員,,人,$100/D\times2$,
共通工,軟弱地盤処理工 中層混合処理工,中層混合処理工,,,,100,m³,改良材,,t,$V\times100$,式5.1
共通工,軟弱地盤処理工 中層混合処理工,中層混合処理工,,,,100,m³,中層混合処理機運転,,日,100/D,"表3.1,表5.1 機械損料"
共通工,軟弱地盤処理工 中層混合処理工,中層混合処理工,,,,100,m³,スラリプラント運転,,日,100/D,"表3.1,表5.1 機械損料"
共通工,軟弱地盤処理工 中層混合処理工,中層混合処理工,,,,100,m³,諸雑費,,式,1,表5.4
共通工,軟弱地盤処理工 中層混合処理工,中層混合処理工,,,,100,m³,特許料金,,式,1,必要に応じて計上
共通工,軟弱地盤処理工 中層混合処理工(ICT),中層混合処理工(ICT),,,,100,m³,土木一般世話役,,人,$100/D\times1$,表4.1 表5.1
共通工,軟弱地盤処理工 中層混合処理工(ICT),中層混合処理工(ICT),,,,100,m³,特殊作業員,,人,$100/D\times1$,
共通工,軟弱地盤処理工 中層混合処理工(ICT),中層混合処理工(ICT),,,,100,m³,普通作業員,,人,$100/D\times2$,
共通工,軟弱地盤処理工 中層混合処理工(ICT),中層混合処理工(ICT),,,,100,m³,改良材,,t,$V\times100$,式5.1
共通工,軟弱地盤処理工 中層混合処理工(ICT),中層混合処理工(ICT),,,,100,m³,中層混合処理機運転,,日,100/D,"表3.1,表5.1 機械損料"
共通工,軟弱地盤処理工 中層混合処理工(ICT),中層混合処理工(ICT),,,,100,m³,スラリプラント運転,,日,100/D,"表3.1,表5.1 機械損料"
共通工,軟弱地盤処理工 中層混合処理工(ICT),中層混合処理工(ICT),,,,100,m³,諸雑費,,式,1,表5.4
共通工,軟弱地盤処理工 中層混合処理工(ICT),中層混合処理工(ICT),,,,100,m³,特許料金,,式,1,必要に応じて計上
共通工,薬液注入工,二重管ストレーナ工法,,,,1,本,土木一般世話役,,人,$1/N\times a$,表4.1
共通工,薬液注入工,二重管ストレーナ工法,,,,1,本,特殊作業員,,人,$1/N\times a$,
共通工,薬液注入工,二重管ストレーナ工法,,,,1,本,普通作業員,,人,$1/N\times a$,
共通工,薬液注入工,二重管ストレーナ工法,,,,1,本,注入材料,,ℓ,$Q_s$,式5.1
共通工,薬液注入工,二重管ストレーナ工法,,,,1,本,ボーリングマシン運転,油圧式 5.5kW級,日,$1/N\times b$,表3.1 機械損料
共通工,薬液注入工,二重管ストレーナ工法,,,,1,本,薬液注入ポンプ運転,吐出量5~20ℓ/min×2 圧力9.8MPa,日,$1/N\times b$,表3.1 機械損料
共通工,薬液注入工,二重管ストレーナ工法,,,,1,本,水ガラス積算流量計運転,0~50ℓ/min,日,$1/N\times b$,表3.1(注)5 機械損料
共通工,薬液注入工,二重管ストレーナ工法,,,,1,本,削孔消耗材料費,,式,1,
共通工,薬液注入工,二重管ストレーナ工法,,,,1,本,注入消耗材料費,,式,1,
共通工,薬液注入工,二重管ストレーナ工法,,,,1,本,諸雑費,,式,1,表5.4
共通工,薬液注入工,二重管ストレーナ工法,,,,1,本,特許料金,,式,1,必要に応じて計上
共通工,薬液注入工,二重管ダブルパッカー工法削孔,,,,1,本,土木一般世話役,,人,$1/N\times a$,表4.2
共通工,薬液注入工,二重管ダブルパッカー工法削孔,,,,1,本,特殊作業員,,人,$1/N\times a$,
共通工,薬液注入工,二重管ダブルパッカー工法削孔,,,,1,本,普通作業員,,人,$1/N\times a$,
共通工,薬液注入工,二重管ダブルパッカー工法削孔,,,,1,本,グラウト材,,ℓ,$Q_c$,式5.2
共通工,薬液注入工,二重管ダブルパッカー工法削孔,,,,1,本,薬液注入管,,m,,
共通工,薬液注入工,二重管ダブルパッカー工法削孔,,,,1,本,ボーリングマシン運転,ロータリパーカッション式 クローラ型81kW,日,$1/N\times b$,表3.2 機械損料
共通工,薬液注入工,二重管ダブルパッカー工法削孔,,,,1,本,削孔消耗材料費,,式,1,
共通工,薬液注入工,二重管ダブルパッカー工法削孔,,,,1,本,諸雑費,,式,1,表5.12
共通工,薬液注入工,二重管ダブルパッカー工法一次注入,,,,1,本,土木一般世話役,,人,$1/N\times a$,表4.2
共通工,薬液注入工,二重管ダブルパッカー工法一次注入,,,,1,本,特殊作業員,,人,$1/N\times a$,
共通工,薬液注入工,二重管ダブルパッカー工法一次注入,,,,1,本,普通作業員,,人,$1/N\times a$,
共通工,薬液注入工,二重管ダブルパッカー工法一次注入,,,,1,本,注入材料,,ℓ,$Q_P$,式5.3
共通工,薬液注入工,二重管ダブルパッカー工法一次注入,,,,1,本,薬液注入ポンプ運転,吐出量0~20ℓ/min×2 圧力9.8MPa,日,$1/N\times b$,表3.2 機械損料
共通工,薬液注入工,二重管ダブルパッカー工法一次注入,,,,1,本,注入消耗材料費,,式,1,
共通工,薬液注入工,二重管ダブルパッカー工法一次注入,,,,1,本,諸雑費,,式,1,表5.12
共通工,薬液注入工,二重管ダブルパッカー工法一次注入,,,,1,本,特許料金,,式,1,必要に応じて計上
共通工,薬液注入工,二重管ダブルパッカー工法二次注入,,,,1,本,土木一般世話役,,人,$1/N\times a$,表4.2
共通工,薬液注入工,二重管ダブルパッカー工法二次注入,,,,1,本,特殊作業員,,人,$1/N\times a$,
共通工,薬液注入工,二重管ダブルパッカー工法二次注入,,,,1,本,普通作業員,,人,$1/N\times a$,
共通工,薬液注入工,二重管ダブルパッカー工法二次注入,,,,1,本,注入材料,,ℓ,$Q_{P2}$,式5.4
共通工,薬液注入工,二重管ダブルパッカー工法二次注入,,,,1,本,薬液注入ポンプ運転,吐出量0~20ℓ/min×2 圧力9.8MPa,日,$1/N\times b$,表3.2 機械損料
共通工,薬液注入工,二重管ダブルパッカー工法二次注入,,,,1,本,ゲルミキサ,300ℓ×1槽,日,$1/N\times b$,表3.2(注)5 機械損料
共通工,薬液注入工,二重管ダブルパッカー工法二次注入,,,,1,本,ミキシングプラント,"3,000ℓ/h",日,$1/N\times b$,表3.2(注)6 機械損料
共通工,薬液注入工,二重管ダブルパッカー工法二次注入,,,,1,本,水ガラス積算流量計,0~50ℓ/min,日,$1/N\times b$,表3.2(注)7 機械損料
共通工,薬液注入工,二重管ダブルパッカー工法二次注入,,,,1,本,注入消耗材料費,,式,1,
共通工,薬液注入工,二重管ダブルパッカー工法二次注入,,,,1,本,諸雑費,,式,1,表5.12
共通工,薬液注入工,二重管ダブルパッカー工法二次注入,,,,1,本,特許料金,,式,1,必要に応じて計上
共通工,薬液注入工,注入設備据付・解体1現場当り,,,,,,土木一般世話役,,人,表5.13,
共通工,薬液注入工,注入設備据付・解体1現場当り,,,,,,特殊作業員,,人,表5.13,
共通工,薬液注入工,注入設備据付・解体1現場当り,,,,,,普通作業員,,人,表5.13,
共通工,薬液注入工,注入設備据付・解体1現場当り,,,,,,トラック運転,クレーン装置付 ベーストラック4~4.5t積 吊能力 2.9t,h,表5.13,機械損料
共通工,薬液注入工,注入設備据付・解体1現場当り,,,,,,諸雑費,,式,1,
共通工,薬液注入工,注入設備移設,,,,1,回,土木一般世話役,,人,表5.14,
共通工,薬液注入工,注入設備移設,,,,1,回,特殊作業員,,人,表5.14,
共通工,薬液注入工,注入設備移設,,,,1,回,普通作業員,,人,表5.14,
共通工,薬液注入工,注入設備移設,,,,1,回,トラック運転,クレーン装置付 ベーストラック4~4.5t積 吊能力 2.9t,h,表5.14,機械損料
共通工,薬液注入工,注入設備移設,,,,1,回,諸雑費,,式,1,
共通工,薬液注入工,排水汚泥土処理,,,,1,日,普通作業員,,人,表5.15,
共通工,薬液注入工,排水汚泥土処理,,,,1,日,工事用水中モータポンプ運転,普通型(潜水ポンプ) 口径50mm 全揚程20m,日,表5.15,機械損料
共通工,薬液注入工,排水汚泥土処理,,,,1,日,アルカリ水中和装置運転,炭酸ガス式 処理量6m³/h級,h,表5.15,機械損料
共通工,薬液注入工,排水汚泥土処理,,,,1,日,水槽(一般工事用) 供用,鋼板製簡易水槽容量5m³,供用日,表5.15,機械損料
共通工,薬液注入工,排水汚泥土処理,,,,1,日,諸雑費,,式,1,表5.15
共通工,ガス切断工,ガス切断,,,,1,箇所,溶接工,,人,表3.1,
共通工,ガス切断工,ガス切断,,,,1,箇所,普通作業員,,人,表3.1,
共通工,ガス切断工,ガス切断,,,,1,箇所,酸素,ボンベ,m³,表3.1,
共通工,ガス切断工,ガス切断,,,,1,箇所,アセチレン,ボンベ,kg,表3.1,
共通工,ガス切断工,ガス切断,,,,1,箇所,諸雑費,,式,1,表3.1
共通工,骨材再生工(自走式),自走式破砕機設置(撤去),,,,1,台1回,土木一般世話役,,人,表3.2,
共通工,骨材再生工(自走式),自走式破砕機設置(撤去),,,,1,台1回,特殊作業員,,人,表3.2,
共通工,骨材再生工(自走式),自走式破砕機設置(撤去),,,,1,台1回,自走式破砕機運転,ジョークラッシャ 機械質量30t級 供給口開×幅 450×925mm,日,表3.2,機械損料
共通工,骨材再生工(自走式),自走式破砕機設置(撤去),,,,1,台1回,トラッククレーン運転,油圧伸縮ジブ型 4.9t吊,日,表3.2,機械賃料
共通工,骨材再生工(自走式),自走式破砕機設置(撤去),,,,1,台1回,諸雑費,,式,1,表3.3
共通工,骨材再生工(自走式),骨材再生工,,,,100,m³,土木一般世話役,,人,$1\times100/D$,"表4.2,表4.3"
共通工,骨材再生工(自走式),骨材再生工,,,,100,m³,特殊作業員,,人,$1\times100/D$,
共通工,骨材再生工(自走式),骨材再生工,,,,100,m³,大型ブレーカ運転,大型ブレーカ(ベースマシン含まず) [油圧式]質量600~800kg級 バックホウ (クローラ型) [標準型・排出ガス対策型(第3次基準値)] 山積0.6m³(平積0.5m²),日,100/D,表4.3 必要に応じて計上 機械損料
共通工,骨材再生工(自走式),骨材再生工,,,,100,m³,バックホウ (クローラ型) 運転,標準型・排出ガス対策型(第3次基準値) 山積1.0m³(平積0.7m²),日,100/D,表4.3 機械損料
共通工,骨材再生工(自走式),骨材再生工,,,,100,m³,自走式破砕機運転,ジョークラッシャ 機械質量30t級 供給口開×幅450×925mm,日,100/D,表4.3 機械損料
共通工,骨材再生工(自走式),骨材再生工,,,,100,m³,諸雑費,,式,1,表4.4
共通工,函渠工(大型プレキャストボックスカルバート工),大型プレキャストボックスカルバート,,,,10,m,土木一般世話役,,人,"表4.1,表4.2",
共通工,函渠工(大型プレキャストボックスカルバート工),大型プレキャストボックスカルバート,,,,10,m,とび工,,人,"表4.1,表4.2",
共通工,函渠工(大型プレキャストボックスカルバート工),大型プレキャストボックスカルバート,,,,10,m,特殊作業員,,人,"表4.1,表4.2",
